file_name,classes,xmin,ymin,xmax,ymax
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0442.jpg,abraham_grampa_simpson,88,59,274,242
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0102.jpg,principal_skinner,67,28,143,177
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0102.jpg,principal_skinner,47,28,157,248
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0657.jpg,abraham_grampa_simpson,97,10,224,296
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1127.jpg,homer_simpson,42,0,259,288
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0029.jpg,nelson_muntz,42,48,201,282
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0879.jpg,moe_szyslak,73,0,166,246
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0589.jpg,moe_szyslak,25,16,211,168
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0948.jpg,marge_simpson,15,7,228,262
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0311.jpg,ned_flanders,80,11,218,275
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1111.jpg,lisa_simpson,6,13,260,291
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0098.jpg,ned_flanders,64,26,157,234
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0132.jpg,ned_flanders,29,57,160,261
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0183.jpg,homer_simpson,38,51,198,223
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0326.jpg,krusty_the_clown,92,69,175,204
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0326.jpg,krusty_the_clown,81,64,198,274
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0169.jpg,apu_nahasapeemapetilon,50,35,213,233
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0601.jpg,chief_wiggum,129,29,247,200
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0601.jpg,chief_wiggum,100,27,271,290
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1277.jpg,lisa_simpson,13,1,151,214
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1277.jpg,lisa_simpson,2,10,74,83
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0832.jpg,moe_szyslak,167,16,236,167
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0832.jpg,edna_krabappel,102,95,163,229
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0321.jpg,bart_simpson,125,14,244,267
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0731.jpg,milhouse_van_houten,94,53,277,285
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0846.jpg,lisa_simpson,66,90,258,277
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0447.jpg,abraham_grampa_simpson,45,14,217,246
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0628.jpg,abraham_grampa_simpson,78,71,194,277
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0755.jpg,abraham_grampa_simpson,82,0,265,287
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1211.jpg,ned_flanders,78,11,269,223
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0606.jpg,charles_montgomery_burns,86,13,231,209
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1251.jpg,marge_simpson,171,8,294,180
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0945.jpg,charles_montgomery_burns,66,14,150,119
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0261.jpg,bart_simpson,140,43,285,250
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0064.jpg,sideshow_bob,37,10,175,208
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0064.jpg,sideshow_bob,36,14,133,137
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0064.jpg,sideshow_bob,29,13,96,120
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0539.jpg,abraham_grampa_simpson,84,29,279,236
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0172.jpg,krusty_the_clown,64,6,156,145
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0172.jpg,krusty_the_clown,49,13,185,196
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0931.jpg,lisa_simpson,28,24,172,158
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0967.jpg,marge_simpson,26,11,234,272
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0985.jpg,charles_montgomery_burns,74,91,233,235
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0260.jpg,apu_nahasapeemapetilon,6,22,200,237
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0260.jpg,apu_nahasapeemapetilon,72,25,254,285
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1270.jpg,marge_simpson,64,12,273,295
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0031.jpg,abraham_grampa_simpson,6,55,152,261
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0115.jpg,charles_montgomery_burns,47,9,132,147
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0115.jpg,charles_montgomery_burns,35,22,144,89
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0906.jpg,krusty_the_clown,27,10,230,251
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0852.jpg,ned_flanders,55,0,196,279
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0571.jpg,chief_wiggum,93,2,210,260
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0795.jpg,charles_montgomery_burns,130,0,298,245
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0398.jpg,edna_krabappel,83,12,181,178
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0398.jpg,edna_krabappel,53,13,190,252
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0893.jpg,homer_simpson,96,0,247,217
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0459.jpg,marge_simpson,69,22,285,271
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0101.jpg,abraham_grampa_simpson,9,28,175,258
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0095.jpg,lisa_simpson,21,0,140,125
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0095.jpg,lisa_simpson,17,6,188,170
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0095.jpg,lisa_simpson,17,3,110,89
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0725.jpg,principal_skinner,128,27,206,198
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0725.jpg,principal_skinner,100,27,226,260
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0859.jpg,marge_simpson,165,7,277,246
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0100.jpg,nelson_muntz,96,103,259,294
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0100.jpg,principal_skinner,110,106,256,275
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0831.jpg,abraham_grampa_simpson,15,4,293,273
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0889.jpg,bart_simpson,117,4,244,240
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0319.jpg,chief_wiggum,140,26,288,226
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0319.jpg,moe_szyslak,152,46,287,163
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1092.jpg,lisa_simpson,40,50,158,177
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1092.jpg,moe_szyslak,34,29,170,188
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0561.jpg,bart_simpson,48,107,156,247
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0165.jpg,chief_wiggum,23,38,239,248
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1648.jpg,homer_simpson,163,15,268,232
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0736.jpg,bart_simpson,118,93,236,250
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1141.jpg,bart_simpson,89,12,211,247
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1331.jpg,lisa_simpson,47,24,203,241
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1331.jpg,lisa_simpson,20,20,146,191
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0525.jpg,ned_flanders,84,30,171,219
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0837.jpg,chief_wiggum,86,0,193,246
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_1011.jpg,krusty_the_clown,51,0,293,222
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0971.jpg,chief_wiggum,162,72,248,224
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0971.jpg,krusty_the_clown,95,75,246,252
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0352.jpg,lisa_simpson,132,23,227,194
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0352.jpg,sideshow_bob,86,4,275,254
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0148.jpg,apu_nahasapeemapetilon,93,28,238,258
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0616.jpg,bart_simpson,45,14,211,282
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0380.jpg,abraham_grampa_simpson,13,0,233,292
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1044.jpg,lisa_simpson,101,17,185,169
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0278.jpg,comic_book_guy,126,0,237,211
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0450.jpg,ned_flanders,194,40,299,201
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0910.jpg,charles_montgomery_burns,68,77,230,226
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_1000.jpg,milhouse_van_houten,23,11,231,179
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0244.jpg,ned_flanders,90,0,251,221
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0096.jpg,marge_simpson,32,5,205,200
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_1047.jpg,marge_simpson,69,2,262,253
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0541.jpg,abraham_grampa_simpson,109,88,197,243
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0541.jpg,abraham_grampa_simpson,59,100,217,269
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0177.jpg,ned_flanders,49,62,268,282
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1807.jpg,homer_simpson,145,48,280,266
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0031.jpg,principal_skinner,69,18,186,134
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0704.jpg,charles_montgomery_burns,2,7,130,147
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0704.jpg,milhouse_van_houten,1,1,114,128
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1593.jpg,homer_simpson,118,61,215,220
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0710.jpg,krusty_the_clown,38,83,251,284
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0710.jpg,moe_szyslak,154,18,273,153
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0660.jpg,marge_simpson,47,2,271,239
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0763.jpg,chief_wiggum,113,6,278,233
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0763.jpg,chief_wiggum,137,15,276,125
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0227.jpg,charles_montgomery_burns,12,1,85,87
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0490.jpg,marge_simpson,65,0,224,250
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0715.jpg,bart_simpson,72,98,238,284
/content/gdrive/My Drive/simpsons/bounding_data/edna_krabappel/pic_0342.jpg,edna_krabappel,116,14,286,247
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_1239.jpg,homer_simpson,136,0,300,261
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0885.jpg,lisa_simpson,96,44,217,256
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0281.jpg,kent_brockman,61,44,210,242
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0281.jpg,kent_brockman,89,40,185,189
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_2146.jpg,homer_simpson,69,8,201,271
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0283.jpg,abraham_grampa_simpson,95,63,242,265
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0333.jpg,abraham_grampa_simpson,117,13,211,155
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0333.jpg,abraham_grampa_simpson,101,13,226,266
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0333.jpg,abraham_grampa_simpson,41,38,224,178
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_1117.jpg,lisa_simpson,8,15,227,265
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0536.jpg,ned_flanders,60,51,227,225
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0992.jpg,lisa_simpson,128,56,228,146
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0992.jpg,abraham_grampa_simpson,88,62,252,189
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0517.jpg,apu_nahasapeemapetilon,40,19,261,227
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0725.jpg,sideshow_bob,76,0,256,264
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0506.jpg,marge_simpson,82,8,201,257
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0263.jpg,nelson_muntz,4,27,132,171
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1239.jpg,bart_simpson,62,0,212,256
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0785.jpg,ned_flanders,57,62,193,232
/content/gdrive/My Drive/simpsons/bounding_data/chief_wiggum/pic_0325.jpg,chief_wiggum,1,27,116,210
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0106.jpg,abraham_grampa_simpson,90,55,214,282
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0583.jpg,milhouse_van_houten,86,14,234,277
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0583.jpg,bart_simpson,92,27,236,285
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0919.jpg,lisa_simpson,86,14,243,273
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_1436.jpg,moe_szyslak,27,6,203,103
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0599.jpg,apu_nahasapeemapetilon,93,29,231,220
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0870.jpg,charles_montgomery_burns,144,30,293,227
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0870.jpg,apu_nahasapeemapetilon,23,72,112,174
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0870.jpg,apu_nahasapeemapetilon,22,51,120,253
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0153.jpg,bart_simpson,136,10,257,281
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0678.jpg,lisa_simpson,113,16,256,259
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0495.jpg,abraham_grampa_simpson,107,30,270,250
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0349.jpg,marge_simpson,12,9,194,214
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0387.jpg,abraham_grampa_simpson,144,55,283,202
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0387.jpg,abraham_grampa_simpson,89,52,282,276
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0096.jpg,comic_book_guy,148,20,288,155
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0096.jpg,nelson_muntz,83,9,287,278
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0493.jpg,lisa_simpson,56,116,152,198
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0023.jpg,kent_brockman,56,21,145,198
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0023.jpg,kent_brockman,87,35,158,165
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0023.jpg,kent_brockman,49,20,119,152
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0587.jpg,apu_nahasapeemapetilon,115,17,225,292
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0587.jpg,apu_nahasapeemapetilon,124,9,211,183
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0793.jpg,principal_skinner,57,1,193,101
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0793.jpg,principal_skinner,45,1,218,203
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0236.jpg,comic_book_guy,86,18,200,201
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0746.jpg,lisa_simpson,9,0,165,213
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0645.jpg,bart_simpson,150,49,287,233
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0645.jpg,ned_flanders,41,60,107,171
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0378.jpg,bart_simpson,110,3,225,248
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0378.jpg,krusty_the_clown,36,11,118,124
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0974.jpg,homer_simpson,14,2,220,239
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0404.jpg,bart_simpson,86,4,227,286
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0705.jpg,charles_montgomery_burns,37,84,163,215
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0068.jpg,lisa_simpson,65,7,224,172
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0068.jpg,lisa_simpson,94,23,181,145
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0419.jpg,principal_skinner,89,3,207,222
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0099.jpg,apu_nahasapeemapetilon,105,11,235,141
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0099.jpg,apu_nahasapeemapetilon,95,7,240,266
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0942.jpg,ned_flanders,157,70,295,203
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0715.jpg,marge_simpson,114,30,256,209
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0497.jpg,marge_simpson,117,106,271,194
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1103.jpg,ned_flanders,65,30,238,229
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0371.jpg,charles_montgomery_burns,48,23,246,198
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1146.jpg,principal_skinner,33,25,190,177
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1146.jpg,principal_skinner,7,25,213,290
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_1146.jpg,marge_simpson,21,32,215,277
/content/gdrive/My Drive/simpsons/bounding_data/krusty_the_clown/pic_0348.jpg,krusty_the_clown,71,12,233,281
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0310.jpg,sideshow_bob,20,0,273,283
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0310.jpg,sideshow_bob,79,0,247,205
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0130.jpg,charles_montgomery_burns,93,2,273,244
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0130.jpg,charles_montgomery_burns,79,11,173,133
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0130.jpg,charles_montgomery_burns,64,9,217,196
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0053.jpg,kent_brockman,15,35,194,144
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0100.jpg,charles_montgomery_burns,23,7,136,113
/content/gdrive/My Drive/simpsons/bounding_data/kent_brockman/pic_0100.jpg,charles_montgomery_burns,28,9,88,94
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0498.jpg,abraham_grampa_simpson,137,31,288,232
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0965.jpg,ned_flanders,112,30,222,244
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0152.jpg,sideshow_bob,32,0,165,266
/content/gdrive/My Drive/simpsons/bounding_data/sideshow_bob/pic_0152.jpg,edna_krabappel,154,39,261,239
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0421.jpg,nelson_muntz,3,0,214,282
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0421.jpg,comic_book_guy,34,0,201,202
/content/gdrive/My Drive/simpsons/bounding_data/comic_book_guy/pic_0421.jpg,nelson_muntz,13,0,190,151
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0741.jpg,lisa_simpson,104,45,260,209
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_1229.jpg,ned_flanders,170,26,279,171
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0222.jpg,abraham_grampa_simpson,66,0,244,242
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0821.jpg,marge_simpson,19,0,279,252
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1252.jpg,bart_simpson,71,121,238,287
/content/gdrive/My Drive/simpsons/bounding_data/nelson_muntz/pic_0180.jpg,nelson_muntz,84,3,203,219
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0374.jpg,principal_skinner,136,31,232,128
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0374.jpg,principal_skinner,103,26,240,168
/content/gdrive/My Drive/simpsons/bounding_data/marge_simpson/pic_0420.jpg,marge_simpson,88,8,236,170
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0015.jpg,abraham_grampa_simpson,58,17,196,234
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0015.jpg,charles_montgomery_burns,198,69,285,210
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0015.jpg,comic_book_guy,197,65,287,214
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0277.jpg,bart_simpson,65,23,184,279
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0840.jpg,lisa_simpson,150,114,244,218
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0029.jpg,principal_skinner,41,0,188,137
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0559.jpg,charles_montgomery_burns,74,3,247,183
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0580.jpg,abraham_grampa_simpson,97,3,233,280
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0848.jpg,ned_flanders,95,76,237,245
/content/gdrive/My Drive/simpsons/bounding_data/lisa_simpson/pic_0503.jpg,lisa_simpson,42,75,278,272
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_1162.jpg,bart_simpson,25,119,147,268
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0276.jpg,apu_nahasapeemapetilon,65,0,171,174
/content/gdrive/My Drive/simpsons/bounding_data/apu_nahasapeemapetilon/pic_0276.jpg,apu_nahasapeemapetilon,49,0,183,285
/content/gdrive/My Drive/simpsons/bounding_data/milhouse_van_houten/pic_0678.jpg,milhouse_van_houten,0,10,246,282
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_1184.jpg,charles_montgomery_burns,11,0,131,111
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_1184.jpg,charles_montgomery_burns,11,3,193,164
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_1184.jpg,charles_montgomery_burns,14,3,88,72
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0890.jpg,ned_flanders,46,24,200,190
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0890.jpg,lisa_simpson,189,82,276,169
/content/gdrive/My Drive/simpsons/bounding_data/ned_flanders/pic_0890.jpg,sideshow_bob,151,28,300,178
/content/gdrive/My Drive/simpsons/bounding_data/principal_skinner/pic_0700.jpg,principal_skinner,39,0,215,291
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0457.jpg,abraham_grampa_simpson,62,0,257,256
/content/gdrive/My Drive/simpsons/bounding_data/bart_simpson/pic_0405.jpg,bart_simpson,54,31,227,241
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0181.jpg,charles_montgomery_burns,40,14,125,149
/content/gdrive/My Drive/simpsons/bounding_data/charles_montgomery_burns/pic_0181.jpg,charles_montgomery_burns,58,20,172,215
/content/gdrive/My Drive/simpsons/bounding_data/homer_simpson/pic_0378.jpg,homer_simpson,155,11,260,153
/content/gdrive/My Drive/simpsons/bounding_data/abraham_grampa_simpson/pic_0861.jpg,abraham_grampa_simpson,2,47,159,240
/content/gdrive/My Drive/simpsons/bounding_data/moe_szyslak/pic_0745.jpg,moe_szyslak,136,6,294,193
